endTimeMillis	responseTime	latency	sentBytes	receivedBytes	isSuccessful	responseCode
1716892712808,53,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,6,7,null,18,0,4
1716892712598,308,Login,401,Not OK,🛠 Thread Group 1-5,text,true,,15,0,1,7,null,45,0,5
1716892712704,213,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,6,7,null,36,0,4
1716892712807,143,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,6,7,null,36,0,3
1716892712909,52,Login,200,OK,🛠 Thread Group 1-5,text,true,,21,0,1,7,null,47,0,5
1716892712961,88,Login,200,OK,🛠 Thread Group 1-5,text,true,,21,0,1,7,null,10,0,1
1716892712677,380,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,6,7,null,12,0,1
1716892712769,343,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,6,7,null,12,0,5
1716892713049,77,Login,200,OK,🛠 Thread Group 1-5,text,true,,21,0,1,7,null,45,0,2
1716892712736,436,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,6,7,null,26,0,3
1716892712882,379,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,6,7,null,11,0,4
1716892712950,312,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,6,7,null,35,0,2
1716892712917,374,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,6,7,null,27,0,3
1716892713173,266,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,6,7,null,25,0,1
1716892713058,427,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,6,7,null,49,0,1
1716892713126,360,Register,200,OK,🛠 Thread Group 1-5,text,true,,20,0,1,7,null,12,0,5
1716892713262,248,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,6,7,null,18,0,2
1716892713112,476,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,6,7,null,45,0,3
1716892713261,382,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,6,7,null,39,0,3
1716892713485,168,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,6,7,null,26,0,4
1716892713294,386,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,6,7,null,38,0,4
1716892713643,74,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,6,7,null,43,0,5
1716892713439,295,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,6,7,null,50,0,3
1716892713486,319,Login,200,OK,🛠 Thread Group 1-5,text,true,,21,0,1,7,null,38,0,3
1716892713717,150,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,6,7,null,50,0,1
1716892713589,291,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,6,7,null,21,0,3
1716892713510,378,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,6,7,null,28,0,5
1716892713653,335,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,6,7,null,11,0,4
1716892713734,303,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,6,7,null,33,0,5
1716892713888,194,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,6,7,null,33,0,3
1716892713880,265,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,6,7,null,37,0,2
1716892713680,499,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,6,7,null,8,0,2
1716892713988,199,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,6,7,null,50,0,4
1716892713867,344,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,6,7,null,3,0,5
1716892714187,107,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,7,8,null,48,0,3
1716892713805,492,Login,200,OK,🛠 Thread Group 1-5,text,true,,21,0,1,8,null,9,0,3
1716892714082,220,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,7,7,null,19,0,4
1716892714310,96,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,7,7,null,28,0,1
1716892714406,63,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,7,7,null,18,0,5
1716892714037,464,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,7,7,null,14,0,5
1716892714236,334,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,7,7,null,3,0,1
1716892714211,397,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,7,7,null,44,0,5
1716892714294,345,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,7,7,null,4,0,4
1716892714150,500,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,7,7,null,13,0,1
1716892714609,61,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,7,7,null,28,0,5
1716892714179,495,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,7,7,null,10,0,3
1716892714674,79,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,7,7,null,18,0,2
1716892714471,297,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,7,7,null,21,0,5
1716892714501,342,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,7,7,null,2,0,2
1716892714570,324,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,7,7,null,20,0,5
1716892714639,274,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,7,7,null,50,0,3
1716892714650,360,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,7,7,null,20,0,5
1716892714768,305,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,7,7,null,18,0,2
1716892714670,411,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,7,7,null,49,0,2
1716892714843,317,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,7,7,null,28,0,3
1716892714913,276,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,7,7,null,31,0,2
1716892714753,472,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,7,7,null,44,0,3
1716892714894,474,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,7,7,null,6,0,3
1716892715162,212,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,7,7,null,8,0,3
1716892715073,359,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,7,7,null,44,0,5
1716892715010,481,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,7,7,null,40,0,5
1716892715081,448,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,7,7,null,50,0,3
1716892715225,330,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,7,7,null,17,0,5
1716892715433,188,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,7,7,null,33,0,4
1716892715195,455,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,7,7,null,4,0,4
1716892715529,185,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,7,7,null,16,0,5
1716892715652,103,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,8,8,null,21,0,2
1716892715374,429,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,8,8,null,38,0,4
1716892715374,465,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,8,8,null,38,0,1
1716892715492,350,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,8,8,null,32,0,5
1716892715621,285,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,8,8,null,22,0,3
1716892715555,363,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,8,8,null,17,0,1
1716892715755,243,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,8,8,null,45,0,4
1716892715906,109,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,8,8,null,10,0,3
1716892715714,310,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,8,8,null,10,0,4
1716892715738,319,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-3,text,true,,5,0,8,8,null,15,0,3
1716892716015,147,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,8,8,null,9,0,2
1716892716057,132,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-3,text,true,,5,0,8,8,null,20,0,5
1716892715803,410,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,8,8,null,25,0,3
1716892715839,409,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,8,8,null,34,0,4
1716892715842,439,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,8,8,null,19,0,2
1716892716024,268,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,8,8,null,15,0,2
1716892715918,431,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,8,8,null,18,0,5
1716892716163,211,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,8,8,null,33,0,5
1716892715999,435,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,8,8,null,39,0,1
1716892716281,164,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,8,8,null,6,0,3
1716892716349,120,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,8,8,null,21,0,3
1716892716292,238,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,8,8,null,28,0,2
1716892716189,344,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-3,text,true,,5,0,8,8,null,25,0,2
1716892716445,114,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,8,8,null,46,0,3
1716892716469,127,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,8,8,null,26,0,5
1716892716530,99,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,8,8,null,12,0,3
1716892716213,442,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,8,8,null,37,0,5
1716892716596,83,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,8,8,null,11,0,3
1716892716248,454,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,8,8,null,25,0,4
1716892716374,405,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,8,8,null,37,0,2
1716892716679,162,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,8,8,null,32,0,3
1716892716630,213,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,8,8,null,35,0,4
1716892716559,291,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,8,8,null,27,0,1
1716892716702,193,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,8,8,null,27,0,4
1716892716434,468,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,8,8,null,8,0,2
1716892716656,286,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,8,8,null,12,0,3
1716892716841,154,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,8,8,null,6,0,4
1716892716533,465,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-3,text,true,,5,0,8,8,null,33,0,4
1716892716942,57,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,8,8,null,15,0,2
1716892716843,190,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,8,8,null,34,0,5
1716892716998,84,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,8,8,null,40,0,3
1716892716779,335,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,8,8,null,13,0,3
1716892716850,268,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,8,8,null,37,0,2
1716892716902,217,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,8,8,null,38,0,3
1716892717118,65,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,8,8,null,14,0,5
1716892717082,124,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,8,8,null,46,0,4
1716892717119,105,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,8,8,null,29,0,2
1716892717000,257,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,9,9,null,27,0,3
1716892716895,387,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,9,9,null,40,0,3
1716892717206,145,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,9,9,null,22,0,2
1716892717235,150,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-2,text,true,,5,0,9,9,null,19,0,1
1716892717257,134,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,9,9,null,4,0,5
1716892717033,429,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,9,9,null,43,0,1
1716892716998,466,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-3,text,true,,5,0,9,9,null,23,0,4
1716892717282,209,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,9,9,null,11,0,1
1716892717114,399,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,9,9,null,21,0,5
1716892717351,188,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,9,9,null,35,0,4
1716892717183,380,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,9,9,null,34,0,5
1716892717224,388,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,9,9,null,37,0,3
1716892717385,332,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-2,text,true,,5,0,9,9,null,9,0,4
1716892717391,376,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,9,9,null,3,0,5
1716892717470,305,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-3,text,true,,5,0,9,9,null,50,0,1
1716892717462,323,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,9,9,null,4,0,1
1716892717514,276,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,9,9,null,23,0,3
1716892717563,310,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,9,9,null,40,0,5
1716892717612,312,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,9,9,null,39,0,5
1716892717493,461,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,9,9,null,28,0,3
1716892717775,231,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-3,text,true,,5,0,9,9,null,30,0,2
1716892717793,215,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,9,9,null,44,0,5
1716892717539,479,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,9,9,null,49,0,4
1716892717790,232,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,9,9,null,34,0,2
1716892717717,339,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-2,text,true,,5,0,9,9,null,15,0,2
1716892717954,113,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,9,9,null,48,0,2
1716892718006,78,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-3,text,true,,5,0,9,9,null,17,0,3
1716892717873,265,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,9,9,null,46,0,3
1716892717924,282,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,9,9,null,28,0,2
1716892717767,478,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,9,9,null,49,0,2
1716892718056,208,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-2,text,true,,5,0,9,9,null,18,0,1
1716892718084,222,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-3,text,true,,5,0,9,9,null,4,0,3
1716892718022,292,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,9,9,null,41,0,3
1716892718264,162,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-2,text,true,,5,0,9,9,null,39,0,1
1716892718206,230,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,9,9,null,50,0,4
1716892718009,477,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,9,9,null,43,0,3
1716892718018,495,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,9,9,null,29,0,3
1716892718138,398,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,9,9,null,19,0,2
1716892718067,492,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,9,9,null,33,0,1
1716892718306,295,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-3,text,true,,5,0,9,9,null,7,0,5
1716892718314,322,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,9,9,null,44,0,3
1716892718245,399,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,9,9,null,33,0,3
1716892718559,159,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,9,9,null,40,0,4
1716892718644,139,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-5,text,true,,5,0,10,10,null,16,0,3
1716892718601,210,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-3,text,true,,5,0,9,9,null,26,0,1
1716892718426,394,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-2,text,true,,5,0,8,8,null,39,0,1
1716892718486,341,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-6,text,true,,5,0,7,7,null,47,0,4
1716892718436,393,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-9,text,true,,5,0,6,6,null,35,0,4
1716892718738,144,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-1,text,true,,5,0,5,5,null,10,0,3
1716892718513,409,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-10,text,true,,5,0,4,4,null,30,0,4
1716892718536,411,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-7,text,true,,5,0,3,3,null,27,0,1
1716892718718,244,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-4,text,true,,5,0,2,2,null,25,0,1
1716892718636,466,Dummy Sampler,200,OK,🛠 Scenario3 (Ultimate Thread Group) 2-8,text,true,,5,0,1,1,null,3,0,4
